Genenames,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
A2IPI6,26.4218,25.7995,26.533,25.7208,27.7833,26.0296,26.7517,26.4715,26.7037,25.6757,26.0793,26.5955,26.2944,20.7169,24.9847,20.0364,26.7253,26.8385,26.3256,26.8056,26.4314,27.217,20.9131,21.9221,25.8504,20.2584,25.7466,27.5463,26.5075,26.8858,20.8587,25.533,25.8215,26.9869,26.8081,26.5848,26.2643,26.2856,28.2935,26.1546
A2J1N6,28.459,27.8564,27.0453,27.1312,28.1214,27.5898,28.5826,28.3683,27.2891,26.8974,28.1795,27.5128,27.5536,28.0401,27.9814,27.5389,27.5389,28.1065,27.9174,27.3662,27.5426,27.9316,27.673,28.3494,27.5536,27.726,27.3578,26.9495,26.8974,26.8593,27.5754,26.7511,27.8974,27.217,28.7833,28.0505,27.9841,27.3869,28.7146,27.6181
A2J1N7,26.8142,26.632,25.6375,26.976,26.9203,25.8093,26.4723,26.3959,25.767,26.5203,25.8741,25.9088,25.7363,26.3528,26.3477,25.2856,25.2768,26.0924,26.6865,26.1283,25.6757,26.4122,26.4953,27.8974,27.2308,25.5551,20.1955,23.2679,26.143,26.3894,26.5389,24.3239,26.3239,20.0299,26.8858,27.4629,26.3401,26.611,25.6456,27.3153
A2J422,25.5522,25.5315,20.3143,26.3562,26.0985,19.5014,22.2181,22.6003,25.7682,20.9413,25.5507,21.1358,25.3844,21.5242,25.7195,25.3695,26.1075,20.7725,25.9157,26.2068,26.55,26.1293,19.5769,25.9361,25.7517,25.5522,20.307,26.4473,19.5218,26.6181,25.6622,19.8436,26.3367,26.3545,21.2615,25.5492,25.9248,26.8858,27.17,26.8081
A2JA16,27.3196,27.0813,25.8834,21.9738,27.5315,27.1842,27.2979,26.249,26.6931,26.3503,25.0609,27.4314,26.8197,26.5143,24.4738,19.9848,26.3427,27.4314,27.2625,27.6663,19.723,27.4073,25.8974,27.5609,27.7325,27.8173,27.003,25.6444,26.5573,26.673,26.7129,26.2535,26.7645,27.4394,26.8858,28.604,26.673,26.9088,27.509,26.7581
A2KBC6,31.3828,31.525,31.6671,31.6671,31.7129,31.2924,32.1783,32.245,32.0017,31.0737,31.5109,29.9814,31.08,31.611,31.6798,30.8974,32.2422,31.1664,31.3303,31.4967,32.1753,31.8196,32.0217,31.3196,31.6242,31.7494,31.196,32.1146,32.0641,32.0084,32.0017,30.362,31.9539,32.5014,32.1422,32.1177,31.4284,32.1694,32.3542,32.0447
A2M,37.1735,36.8974,37.2549,37.097,37.1735,37.2724,37.3152,37.3236,36.5839,37.1068,36.9634,37.0266,37.332,37.0163,36.9308,37.2283,37.2897,37.0059,37.7491,36.8746,37.6655,38.1214,38.294,36.7553,38.0266,37.3731,37.4131,36.6522,37.2897,36.7677,38.0059,37.3067,37.3812,38.417,37.4748,38.1165,38.2724,37.958,37.3152,37.886
A2NYU9,26.5411,26.5075,26.5565,21.2748,27.4154,27.1115,26.9203,27.0609,26.632,26.1391,26.7517,25.9031,25.4831,26.4769,26.8617,26.0609,26.9869,27.1312,26.2562,26.8385,27.3239,26.2821,25.4831,27.019,26.329,26.4488,25.9606,26.3992,26.5433,26.3943,26.669,26.2096,26.9316,27.2935,28.0711,26.6931,27.6458,27.8741,26.8623,24.824
A30,27.3153,28.55,28.3992,27.9869,28.805,28.6663,28.4274,29.099,28.1604,27.3578,28.3066,28.2979,28.1361,28.1065,28.141,26.9869,28.5573,28.6285,28.3153,27.8974,28.9705,28.6898,28.1065,28.5014,28.3367,28.6389,27.5969,28.5682,28.2759,28.7129,28.1747,27.9814,28.8564,28.9814,28.7486,28.8339,29.1459,28.8445,29.5333,29.1913
ABI3BP,25.2317,25.4473,24.6237,26.3511,26.4394,20.4793,21.0145,18.5724,23.6649,27.0914,26.6103,25.4984,26.0317,23.5165,24.5812,26.0233,25.7299,24.3376,25.1015,24.275,25.8764,24.7077,23.8858,21.9514,24.7543,28.0864,25.9168,23.0769,19.8043,20.4928,21.764,27.341,19.8591,25.5014,19.7915,25.6582,22.9695,18.8336,25.0275,17.8903
ACE,20.6476,19.6607,20.1856,19.98,23.4298,23.9672,24.1719,21.1839,20.3897,23.7695,21.6055,22.2148,18.623,22.2746,21.0396,23.0953,19.5359,19.5281,25.8288,23.9933,23.8858,23.632,22.6,19.661,21.1537,23.9584,22.9327,23.5404,20.7847,23.4281,20.6541,23.848,22.8636,22.9928,20.0893,23.7492,23.8576,24.9539,22.184,19.31
ACTB,27.9814,26.6865,27.3239,27.3239,26.6865,27.3239,27.2353,27.4551,26.329,27.3745,26.8858,27.141,27.0711,26.518,26.9203,27.4394,27.3324,27.9814,27.0505,28.4314,27.2625,26.632,26.6458,28.7771,26.4298,27.8081,26.8974,26.9977,26.7389,26.3307,27.0914,27.4629,27.9316,27.1507,27.5389,27.2803,27.0296,26.1005,27.9977,27.673
ACTG1,27.9814,26.6865,27.3239,27.3239,26.6865,27.3239,27.2353,27.4551,26.329,27.3745,26.8858,27.141,27.0711,26.518,26.9203,27.4394,27.3324,27.9814,27.0505,28.4314,27.2625,26.632,26.6458,28.7771,26.4298,27.8081,26.8974,26.9977,26.7389,26.3307,27.0914,27.4629,27.9316,27.1507,27.5389,27.2803,27.0296,26.1005,27.9977,27.673
ACTN1,24.1719,24.5165,24.8881,24.9271,25.9203,24.3975,25.3645,23.2738,21.6657,26.7129,25.4501,25.9282,24.8093,25.0406,26.4073,25.4551,23.5754,25.2133,23.895,25.2607,25.6472,20.5806,26.0127,25.6125,23.5869,25.6886,25.5595,24.0664,24.141,25.1121,25.0401,25.8974,24.4008,25.2299,22.393,26.0894,25.6944,25.065,26.8019,24.6375
ADAMTS13,24.8623,24.0813,23.0485,24.1642,23.8093,24.558,24.1871,23.8623,24.4923,23.6757,22.676,23.2535,24.1795,24.1604,23.9933,24.5195,24.5105,24.2535,24.217,24.1946,24.7234,24.3778,24.5754,24.5926,23.9672,24.4831,24.3444,24.9361,24.5754,23.6822,24.0105,24.1371,24.1253,24.5696,25.002,24.7796,24.1984,24.7695,23.9672,24.2856
ADAMTSL4,24.1946,20.2784,19.6191,20.735,24.1681,23.7695,25.0275,17.7938,24.4202,25.1469,24.7129,23.8385,24.5345,24.4984,25.6153,21.3836,24.0275,24.5983,21.1465,24.9539,24.4105,20.1913,22.2284,20.905,24.0526,23.417,24.4362,25.3612,24.1908,25.1449,25.0854,21.9193,24.9225,24.9293,20.4823,24.5522,24.7103,21.0671,26.0169,18.8319
ADH4,22.9533,21.5047,22.8046,23.3401,23.3511,22.6267,24.8093,24.4984,25.112,27.8142,23.1237,26.1965,23.3239,23.0291,24.275,25.8397,23.2052,24.228,24.604,22.5157,24.867,26.4653,27.0914,24.2607,20.4742,25.3066,22.2455,25.9869,25.9749,27.0711,23.391,22.1487,23.0172,26.3877,24.6012,19.8174,22.0633,19.898,25.6838,22.5241
ADIPOQ,28.6075,27.8682,28.267,27.7129,28.6146,28.1115,28.6831,27.9484,27.3745,28.1842,27.6865,27.7708,27.3992,22.3581,26.6181,27.6831,25.9781,27.0711,27.7389,28.0889,27.2714,27.0609,28.3196,26.8142,26.8504,27.673,28.4862,27.7958,27.6458,27.341,28.588,27.55,28.5754,28.3704,27.9203,28.7195,27.9814,27.3239,26.5359,26.506
AFM,32.6608,32.5777,32.4159,32.3061,32.1724,32.4919,32.2365,32.2952,32.6544,32.0316,31.9983,32.648,32.7633,32.9729,32.5822,32.4458,32.7129,32.7553,33.025,32.8062,33.1021,32.6798,33.1285,32.8992,32.7006,32.686,32.8974,33.1084,33.08,33.1392,32.7751,32.6671,32.7985,32.7731,31.4384,32.5664,32.8883,32.9591,31.947,32.6629
AGT,31.8385,31.9153,31.8234,31.9609,31.341,31.8271,32.025,31.9882,31.7771,31.9609,32.0117,32.5911,31.3033,32.0447,32.025,32.0084,31.9224,31.8755,31.4678,32.08,32.0576,31.7252,32.5458,31.7373,31.8829,32.0609,32.0381,32.0769,32.3463,32.1724,31.7573,31.8571,31.9539,31.7413,32.1664,31.5933,32.0084,31.781,31.6022,31.8534
AHNAK,24.2096,21.957,21.6276,23.6757,20.7488,23.1706,22.6288,23.1071,23.6649,20.058,21.1809,21.7491,19.723,22.4093,23.5869,22.557,23.6595,21.1822,23.2019,23.6209,20.6861,23.5045,23.7058,22.803,21.8692,21.3729,23.4923,18.1095,24.5105,23.5285,23.0484,21.1848,21.16,23.3214,22.5416,21.735,23.5404,23.6209,24.5105,23.5045
AHSG,33.3698,33.2897,33.3828,32.9677,33.5641,33.3033,33.1254,33.3436,33.4083,33.3698,32.2365,32.9099,33.4581,33.6198,33.6735,32.9382,33.2759,33.1634,33.6944,33.4943,33.3956,33.4458,33.4209,33.5641,33.6839,33.2193,33.3303,33.5754,33.4823,33.4823,33.3303,33.4943,33.4823,33.8328,33.2759,33.7751,33.6088,33.6198,33.5641,33.6088
ALB,39.6082,39.4991,39.4786,39.2918,39.6572,39.3568,39.7223,39.7175,39.4111,39.6655,39.1966,39.3812,39.4268,39.8457,39.834,39.4384,39.7831,39.5285,39.5139,39.4691,39.5176,39.5285,39.7952,39.4558,39.5139,39.5538,39.6185,39.7063,39.5466,39.6472,39.6506,39.2659,39.6589,39.7967,39.4917,39.4653,39.603,39.7191,39.3173,39.3236
ALCAM,25.4266,22.0244,26.2714,25.2785,25.8093,25.0275,26.4496,25.8694,25.2926,25.4831,25.6581,25.9157,25.558,25.9912,26.0752,24.989,25.8881,25.6811,25.6971,25.8093,25.7846,25.341,24.9316,25.9225,25.4969,25.7895,25.7338,25.9361,25.5404,25.3307,26.5689,25.976,26.1965,26.5624,25.9825,26.1719,26.1565,25.7312,26.0254,25.7338
ALDH1A1,20.9697,20.8446,22.3885,24.1611,21.6716,19.0641,21.7783,19.5436,21.845,20.8415,24.1565,23.1007,20.1092,22.6307,23.0699,22.1149,22.9843,22.9142,20.4216,22.9933,24.3273,21.6603,18.6273,23.9225,19.4359,20.5874,21.6975,23.6375,23.7594,19.8767,20.7427,19.4,21.6041,20.3791,20.7441,20.5478,19.0235,19.9334,19.9183,21.8039
ALDOA,28.4938,28.019,28.3452,27.7517,27.5165,28.1164,27.8504,28.5052,28.3367,28.1604,28.0427,28.5315,27.6181,28.0349,28.1214,26.0793,27.7325,28.3367,27.3324,29.0864,28.0914,28.4314,27.2714,28.3745,28.3536,28.0813,28.4433,28.0711,27.3239,27.6005,28.2891,28.0427,28.019,28.579,27.2262,28.2647,27.9923,28.0788,27.3828,28.5518
ALDOB,23.2535,21.7808,22.2328,24.5404,22.5765,23.6209,21.5325,22.5348,24.4105,23.0569,25.2096,23.9134,24.9716,24.9406,24.0609,26.2225,26.965,25.7645,22.8838,24.6375,26.8623,25.5754,25.7895,26.6181,25.065,24.9933,24.002,26.4138,27.8385,25.7771,22.9947,24.48,21.9359,22.3192,24.5886,22.0244,23.2017,23.8093,19.3397,24.2133
AMBP,31.8682,31.5296,31.6629,31.1783,31.5203,31.0927,31.3776,31.525,31.5343,31.7211,31.5527,31.525,31.0609,31.3828,31.4775,31.2869,30.8081,31.1052,31.7333,31.4334,30.7613,31.7088,30.9188,31.5573,31.4967,31.1115,31.1483,30.9539,30.9045,31.4234,31.341,31.3356,31.4284,31.3142,31.3724,31.0609,31.2814,31.3463,31.5978,32.1724
AMY1A,24.8433,25.1719,25.6944,23.2535,25.6153,24.3031,24.8904,24.9406,24.5014,25.2961,24.654,24.654,24.8385,25.433,24.8623,24.5522,24.0935,24.9716,24.3778,25.1174,24.6811,25.5725,25.0359,25.2243,24.7441,24.2891,24.1135,24.317,25.0401,24.1871,24.4425,24.5638,24.4362,24.7543,24.6264,23.9495,25.3975,23.9225,24.2535,24.8576
AMY1B,24.8433,25.1719,25.6944,23.2535,25.6153,24.3031,24.8904,24.9406,24.5014,25.2961,24.654,24.654,24.8385,25.433,24.8623,24.5522,24.0935,24.9716,24.3778,25.1174,24.6811,25.5725,25.0359,25.2243,24.7441,24.2891,24.1135,24.317,25.0401,24.1871,24.4425,24.5638,24.4362,24.7543,24.6264,23.9495,25.3975,23.9225,24.2535,24.8576
ANG,23.3898,18.9692,25.1449,24.4738,25.1253,25.1214,24.6125,20.4646,26.0464,19.2805,21.5656,24.9977,23.2572,24.9977,24.8764,24.976,25.3578,24.4266,25.4923,19.8794,20.7018,25.0609,20.987,24.8764,21.8258,24.1174,22.3535,23.8361,24.632,20.0686,20.1963,19.7773,19.7889,21.2772,21.703,20.4569,24.6431,20.3279,19.169,20.136
ANGPTL3,22.3577,22.2281,22.5138,21.6217,23.0235,22.1235,22.0541,21.9535,22.6507,22.0734,22.5302,22.501,22.9133,22.1049,20.4329,22.2966,22.5061,22.5636,22.4582,20.6841,22.2516,22.2076,22.8535,22.1152,21.8847,22.3898,22.8103,22.4471,21.1587,21.2565,22.2641,21.3605,22.4804,23.1364,22.4963,22.5879,22.413,21.7945,22.7303,22.3818
ANPEP,25.1253,25.1565,24.217,24.867,24.7234,25.3778,25.3778,25.0935,25.0567,25.0062,25.8288,25.632,28.3066,25.6096,25.6918,25.5551,26.3645,25.5135,25.0401,25.4583,25.772,25.5841,25.8858,25.5045,25.4266,26.1214,25.632,25.6649,26.0588,25.433,25.1055,25.3307,26.2821,25.5841,24.141,25.2207,25.7771,25.848,26.3239,25.2317
ANXA1,26.5389,26.5609,26.574,26.5962,21.7414,26.7129,26.753,27.2445,26.7517,26.8385,21.431,26.6313,25.2856,28.4707,21.6757,24.9134,26.8385,26.3894,26.039,26.5754,26.5105,25.9146,19.466,21.4379,26.3144,25.7846,26.0793,20.4838,26.3861,20.015,26.654,21.8323,19.3139,26.8385,25.9123,26.9088,20.1688,19.198,20.7703,26.3273
AOC3,23.7995,24.7871,25.0317,22.7772,26.2399,24.945,25.2821,21.0484,24.6887,24.5345,24.1095,24.5667,24.5812,23.9994,25.4785,25.5195,20.1207,24.5492,25.8336,25.2661,24.989,26.2571,25.0914,24.2891,25.1273,25.6486,24.9584,23.3675,24.7695,24.5045,24.7441,25.4105,25.4138,24.2426,21.0365,25.7312,24.824,23.1672,25.8142,25.1908
APCS,31.8682,32.2422,31.9505,32.2786,31.9712,32.245,31.5203,31.9259,32.3033,32.08,32.5296,32.2393,31.7494,32.1724,31.94,31.7252,32.2193,32.1604,32.2814,32.3276,31.7129,31.6544,31.7453,31.8974,32.1842,32.0381,31.8234,32.1724,31.9882,31.9081,32.1361,31.9295,31.6154,31.8534,31.8682,31.3463,31.6923,31.6798,31.0609,31.8042
APMAP,23.895,25.6012,24.824,25.7466,25.3811,24.3511,25.2961,24.2317,25.1984,24.9847,25.7517,24.8044,24.5725,24.5105,23.4313,25.2996,24.5754,24.9271,25.1174,24.8904,24.824,25.1488,25.1565,24.6811,24.0691,25.1527,25.8191,24.5983,25.065,24.8858,24.9539,25.8191,25.9111,24.5926,24.8904,25.275,25.5638,24.7024,24.3975,24.4488
APOA1,37.8457,37.8917,37.6918,37.5839,37.6655,37.4596,38.0723,37.6185,37.6253,37.4519,37.7366,38.1966,37.8222,37.4748,37.6116,37.8574,37.7491,37.6589,37.8689,37.78,37.9253,37.5627,38.1262,37.4672,37.7491,37.9472,37.9742,37.6918,37.5194,37.5978,37.7366,37.6721,38.0623,37.6253,37.7491,37.9954,38.0006,37.8631,37.7428,37.6116
APOA2,34.0592,34.3828,34.0832,34.2265,34.2759,33.9677,34.0753,34.099,34.2408,34.2336,34.2478,34.4334,34.2759,34.1828,33.9763,34.6576,34.402,34.1529,33.9763,34.1529,34.3568,34.2193,34.4943,33.933,34.1529,34.4396,34.1223,34.3169,34.1679,34.337,34.212,34.3303,34.3568,33.9763,34.2478,34.2689,34.1377,34.212,34.212,33.4581
APOA4,34.8234,34.4146,34.6469,34.8469,35.1262,33.715,34.7946,35.1938,34.8328,35.2862,34.7897,34.4396,34.9374,34.9461,34.8928,34.3763,34.7201,34.7849,34.9933,34.9461,34.1604,34.8328,35.0471,34.13,35.2048,34.8516,34.9417,34.5978,34.6629,35.3892,34.5238,34.9019,34.3956,34.8138,34.2965,34.4581,34.9763,34.5922,34.6576,34.8422
APOB,35.8996,36.6787,36.4146,37.0163,36.5556,36.7175,36.4823,36.9308,36.6655,36.5311,36.8042,36.4051,36.7175,36.3633,36.3186,36.8631,36.7922,36.886,36.4913,35.972,36.9526,36.3403,36.5121,36.5047,35.8974,36.6253,36.1319,36.2066,36.2408,36.3779,36.1679,37.0673,35.0753,36.1828,36.5412,36.4519,36.3584,36.3016,35.3436,36.3236
APOC1,32.5686,33.0544,32.8516,32.9626,32.525,32.8919,32.8385,32.829,32.8252,32.3088,33.5062,33.2048,33.4209,32.2422,32.4259,32.5867,32.2164,32.3698,33.0785,32.4259,32.966,32.3356,32.4433,32.6132,32.1146,32.3854,32.7553,32.2019,32.3879,32.1177,32.5777,32.4209,32.6944,31.8682,32.3115,32.4823,32.4847,32.3303,33.0609,32.5435
APOC2,31.0349,32.1483,31.4284,31.4727,30.4727,32.5458,31.8937,32.4775,31.781,31.1239,33.043,32.4654,32.6544,32.0641,31.781,32.1989,31.8119,31.978,32.3515,31.4384,32.4007,31.8385,31.9574,31.7373,31.015,31.7453,31.7692,31.6285,32.0447,32.1392,31.2019,31.611,31.4284,30.933,30.8385,31.1724,31.3515,31.5978,32.4556,32.6415
APOC3,31.9746,33.0101,32.7026,32.781,31.5664,33.0609,32.3115,33.0705,32.9797,32.4581,33.5527,33.2336,33.2897,32.7927,32.8664,32.8774,33.1724,32.5273,32.9435,32.0895,32.8119,32.6839,33.3033,32.8755,31.8865,32.8865,32.5527,32.7573,32.6372,33.2478,32.2365,32.7353,32.715,31.7692,32.3542,32.665,32.2193,32.5412,33.2077,33.2336
APOC4,20.4664,27.1115,26.604,22.2674,19.8561,27.2891,25.6554,26.7044,26.3222,21.6174,27.6458,25.2643,26.002,22.2496,26.4218,24.6168,26.1478,25.3562,26.3762,24.6595,26.3745,25.0338,24.8336,21.4286,25.854,26.228,19.3471,25.9716,25.5285,25.5725,26.1565,22.8532,25.4769,21.4754,21.7982,21.7037,24.065,20.5906,25.4073,21.0423
APOC4-APOC2,31.0349,32.1483,31.4284,31.4727,30.4727,32.5458,31.8937,32.4775,31.781,31.1239,33.043,32.4654,32.6544,32.0641,31.781,32.1989,31.8119,31.978,32.3515,31.4384,32.4007,31.8385,31.9574,31.7373,31.015,31.7453,31.7692,31.6285,32.0447,32.1392,31.2019,31.611,31.4284,30.933,30.8385,31.1724,31.3515,31.5978,32.4556,32.6415
APOD,30.9609,31.225,30.7771,30.393,30.4629,30.5933,30.5844,30.4234,30.6798,30.6713,30.7613,30.8755,31.0017,30.3828,30.3515,30.1361,30.341,30.5481,30.0737,30.8974,30.8385,30.4032,30.9188,30.5014,29.8959,30.9259,30.5481,30.2759,29.7549,29.9117,30.6713,30.9746,30.5203,30.8682,30.341,30.3088,31.099,30.7533,30.6198,30.196
APOE,32.8571,32.8497,32.7353,33.0753,32.3276,33.2149,32.5109,32.4408,32.5956,32.3515,32.463,33.3436,33.9063,32.7353,32.8792,32.881,33.0689,33.1407,32.9188,32.7474,33.3568,33.3033,32.6307,33.3033,32.3223,32.7231,32.9882,32.9882,33.3956,32.9153,32.5109,33.2759,32.6798,32.94,32.2731,33.3303,32.6088,32.8347,34.2828,32.9591
